scene,method,mesh_faces,sdf_resolution,contact_area,area_error,max_penetration,penetration_error,normal_error_deg,contour_hausdorff,runtime_ms,sdf_queries,projection_count,projection_failures,memory_mb
sphere_sphere,ours_sdf_projection,15984,0,0.565,0.000859866,0.179525,0.00264011,0,0.000382934,108.469,54264,372,0,0
